spot,x,y,tumor_hat
cosmx_bcc_spot_0000067295,-437025.098277241,24688.14003629293,0.2971371598158409
cosmx_bcc_spot_0000067312,-437046.8706619446,30840.293981280247,0.8398213815548917
cosmx_bcc_spot_0000067315,-437010.44804289704,31959.204695565957,0.1515869237290279
cosmx_bcc_spot_0000067323,-437027.8846095627,34827.32250539214,0.956312999439986
cosmx_bcc_spot_0000067347,-437059.6972201077,43531.897239154925,1.1556373162979869e-15
cosmx_bcc_spot_0000067415,-437028.0005755773,68283.19590005928,8.125768332124642e-10
cosmx_bcc_spot_0000067419,-437020.35474224394,69624.21673339259,0.9430104568360348
cosmx_bcc_spot_0000067434,-437033.3380727451,75101.21257310057,0.834625558044175
cosmx_bcc_spot_0000067462,-436963.3327183231,85183.71989111633,0.0019377538304324
cosmx_bcc_spot_0000067847,-436700.9630727451,78274.67090643391,0.8745381603315071
cosmx_bcc_spot_0000067848,-436650.79371790634,78661.85370213287,0.6785604346208538
cosmx_bcc_spot_0000068110,-436298.473277241,27272.413184441077,1.7043867681696824e-15
cosmx_bcc_spot_0000068130,-436315.45266792865,34444.04977811941,0.874066637537681
cosmx_bcc_spot_0000068132,-436330.43821634166,35210.09523266487,0.9243920052600392
cosmx_bcc_spot_0000068227,-436288.667242244,69612.47923339259,0.8240314587584324
cosmx_bcc_spot_0000068235,-436362.73867081536,72393.17209053547,0.9726548537133544
cosmx_bcc_spot_0000068244,-436302.7348118755,75762.46800788319,0.8035647960056226
cosmx_bcc_spot_0000068253,-436318.624837451,78975.27874957117,0.1394695945991707
cosmx_bcc_spot_0000068265,-436297.6577183231,83373.49489111631,0.513265527145798
cosmx_bcc_spot_0000068268,-436298.8382738787,84474.61989111632,0.4684605531287348
cosmx_bcc_spot_0000068509,-435949.48958158883,25425.534561252673,0.1064524630093702
cosmx_bcc_spot_0000068513,-435979.98716612987,26892.954851107745,1.7320144782858138e-15
cosmx_bcc_spot_0000068520,-435940.4956619445,29385.871362232625,1.0366513282516477e-15
cosmx_bcc_spot_0000068633,-436000.36724224396,70331.1292333926,0.794305283791041
cosmx_bcc_spot_0000068668,-435939.0327183231,83048.45322444962,1.5911651672023778e-15
cosmx_bcc_spot_0000068911,-435572.96494390763,24687.688184441075,0.3142588432297765
cosmx_bcc_spot_0000068931,-435642.3138437627,31952.449284310547,1.5847237085588302e-15
cosmx_bcc_spot_0000068955,-435544.3440293344,40618.847241625226,1.4117424078020656e-15
cosmx_bcc_spot_0000069042,-435617.83390891063,72155.80701117037,0.931822618101562
cosmx_bcc_spot_0000069076,-435596.23271832307,84442.36989111632,0.4374291020964658
cosmx_bcc_spot_0000069317,-435220.6697058124,25389.907232060123,0.2385373783741801
cosmx_bcc_spot_0000069355,-435206.39958489,39179.05236983037,0.6505142941956228
cosmx_bcc_spot_0000069376,-435273.330553441,46671.11390582159,2.0058267079311968e-15
cosmx_bcc_spot_0000069486,-435211.1009001413,86634.07443657088,0.3417622410281664
cosmx_bcc_spot_0000069718,-434933.498277241,24470.221517774404,0.9070312153885884
cosmx_bcc_spot_0000069749,-434902.78411575354,35594.00432357395,1.828576172198845e-15
cosmx_bcc_spot_0000069882,-434852.2827183231,83724.46199637948,1.2609361814248532e-15
cosmx_bcc_spot_0000070146,-434468.079570299,33074.5497781194,0.0671677215694327
cosmx_bcc_spot_0000070148,-434446.329570299,33730.660889230516,1.3527244242822476e-15
cosmx_bcc_spot_0000070550,-434108.72957029904,33077.61644478608,9.378460883723673e-16
cosmx_bcc_spot_0000070699,-434128.23726377764,86992.43807293451,0.8048331582185135
cosmx_bcc_spot_0000070963,-433794.71052267996,36301.216444786085,0.7341892303486344
cosmx_bcc_spot_0000070965,-433769.90851766744,37023.07609390889,1.5540900661509494e-15
cosmx_bcc_spot_0000071103,-433879.40771832305,87023.2448911163,0.3089674006285922
cosmx_bcc_spot_0000071358,-433440.429570299,33074.2497781194,0.1972200769915226
cosmx_bcc_spot_0000071505,-433419.8685881499,86258.12119876474,1.7281783284453712e-15
cosmx_bcc_spot_0000071764,-433042.829570299,33803.2497781194,1.5437652737852101e-15
cosmx_bcc_spot_0000071907,-433067.46144529287,85539.8497701933,1.2227185116923705e-15
cosmx_bcc_spot_0000072176,-432696.72957029904,36673.28311145274,1.7583584098567682e-15
cosmx_bcc_spot_0000072303,-432739.13676996826,82637.4211987647,0.0065395839514177
cosmx_bcc_spot_0000072309,-432727.7801266116,84833.65196799548,9.568045788169014e-16
cosmx_bcc_spot_0000072573,-432313.77401474345,34094.43866700829,1.2983593227683661e-15
cosmx_bcc_spot_0000072711,-432336.11858814996,84114.62119876473,9.68328206460032e-16
cosmx_bcc_spot_0000073121,-431972.06858814997,86293.67119876473,1.6055366139647142e-15
cosmx_bcc_spot_0000074331,-430841.2519214833,85562.68786543139,1.426593134943285e-15
cosmx_bcc_spot_0000074732,-430517.4549517864,84475.28483512839,1.2494093079316446e-15
cosmx_bcc_spot_0000074736,-430495.47648288676,85881.52646192264,1.5177969014130432e-15
cosmx_bcc_spot_0000075134,-430136.46144529287,83739.27834162186,1.916482799459115e-15
cosmx_bcc_spot_0000076451,-428663.21139984584,-24552.196532068705,0.9283115000806068
cosmx_bcc_spot_0000076859,-428317.8591271186,-23151.651077523256,0.5632848241475272
cosmx_bcc_spot_0000078070,-427245.7017844612,-23473.619608991783,0.9059657236967684
cosmx_bcc_spot_0000078072,-427269.19751095696,-22768.863198735376,0.9566363023426075
cosmx_bcc_spot_0000078473,-426865.7530665125,-23816.474309846486,0.9101993453290624
cosmx_bcc_spot_0000078475,-426887.95596506324,-23105.348705981753,0.9251486303817604
cosmx_bcc_spot_0000078477,-426834.98639984586,-22458.796532068704,0.9446113345688808
cosmx_bcc_spot_0000078875,-426513.808622068,-24580.640976513154,0.9418299213302986
cosmx_bcc_spot_0000079281,-426189.7706103721,-23878.380742595025,0.615700367354686
cosmx_bcc_spot_0000080083,-425361.2113998459,-26036.0715320687,0.3811941787773221
cosmx_bcc_spot_0000080087,-425427.27389984584,-24523.57153206871,0.0969484553892845
cosmx_bcc_spot_0000080106,-425450.8871632767,-17695.778497543957,0.6262764097770261
cosmx_bcc_spot_0000080487,-425102.72276348225,-25969.969259341433,0.0235174210688371
cosmx_bcc_spot_0000080493,-425072.4393410223,-23830.69653206871,0.7120622605597333
cosmx_bcc_spot_0000080507,-425112.16999155964,-18790.45526522072,0.8255098690200668
cosmx_bcc_spot_0000080899,-424713.96139984584,-23093.571532068705,0.9263344117589344
cosmx_bcc_spot_0000080912,-424725.5709577433,-18357.363477781102,0.8533605019123969
cosmx_bcc_spot_0000080914,-424718.1933833726,-17672.54883247217,0.8350825015385241
cosmx_bcc_spot_0000082926,-422894.9605898503,-20569.34842761387,0.6509100115826917
cosmx_bcc_spot_0000082934,-422851.44776933733,-17647.7330429985,0.4211067510631611
